year,id,label,value
2011,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,37734.5
2011,North Rhine-Westphalia,North Rhine-Westphalia,55288.7
2011,Rhineland-Palatinate,Rhineland-Palatinate,49670.7
2011,Saarland,Saarland,53587
2011,Saxony,Saxony,41056.3
2011,Saxony-Anhalt,Saxony-Anhalt,38175.2
2011,Schleswig-Holstein,Schleswig-Holstein,45092.1
2011,Thuringia,Thuringia,38916.8
2012,Baden-Wurttemberg,Baden-Wurttemberg,64968
2012,Bavaria,Bavaria,65654
2012,Berlin,Berlin,54624.8
2012,Brandenburg,Brandenburg,40463.9
2012,Bremen,Bremen,72282.8
2012,Hamburg,Hamburg,95645.7
2012,Hesse,Hesse,66189.9
2012,Lower Saxony,Lower Saxony,52046.3
2012,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,37798.5
2012,North Rhine-Westphalia,North Rhine-Westphalia,55048.4
2012,Rhineland-Palatinate,Rhineland-Palatinate,50275.5
2012,Saarland,Saarland,53240.6
2012,Saxony,Saxony,41320.5
2012,Saxony-Anhalt,Saxony-Anhalt,39542.7
2012,Schleswig-Holstein,Schleswig-Holstein,45976.9
2012,Thuringia,Thuringia,39053.5
2013,Baden-Wurttemberg,Baden-Wurttemberg,65056.3
2013,Bavaria,Bavaria,66080.7
2013,Berlin,Berlin,54770.7
2013,Brandenburg,Brandenburg,40578.7
2013,Bremen,Bremen,71526.2
2013,Hamburg,Hamburg,97608.7
2013,Hesse,Hesse,66365.2
2013,Lower Saxony,Lower Saxony,51630.2
2013,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,38338.1
2013,North Rhine-Westphalia,North Rhine-Westphalia,55000.1
2013,Rhineland-Palatinate,Rhineland-Palatinate,50348.8
2013,Saarland,Saarland,51728.1
2013,Saxony,Saxony,41670.5
2013,Saxony-Anhalt,Saxony-Anhalt,39431.3
2013,Schleswig-Holstein,Schleswig-Holstein,45556.3
2013,Thuringia,Thuringia,39926.3
2014,Baden-Wurttemberg,Baden-Wurttemberg,65913.6
2014,Bavaria,Bavaria,67232.2
2014,Berlin,Berlin,56021.3
2014,Brandenburg,Brandenburg,41908.7
2014,Bremen,Bremen,72025
2014,Hamburg,Hamburg,97374.3
2014,Hesse,Hesse,67614.4
2014,Lower Saxony,Lower Saxony,52826
2014,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,39496.6
2014,North Rhine-Westphalia,North Rhine-Westphalia,56086.7
2014,Rhineland-Palatinate,Rhineland-Palatinate,51295
2014,Saarland,Saarland,53204.6
2014,Saxony,Saxony,42855
2014,Saxony-Anhalt,Saxony-Anhalt,39771.9
2014,Schleswig-Holstein,Schleswig-Holstein,46042.5
2014,Thuringia,Thuringia,41313.2
2015,Baden-Wurttemberg,Baden-Wurttemberg,66972.8
2015,Bavaria,Bavaria,68344.2
2015,Berlin,Berlin,57600.4
2015,Brandenburg,Brandenburg,41633
2015,Bremen,Bremen,71354.2
2015,Hamburg,Hamburg,99023.3
2015,Hesse,Hesse,67785
2015,Lower Saxony,Lower Saxony,52092.5
2015,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,39458
2015,North Rhine-Westphalia,North Rhine-Westphalia,56524.4
2015,Rhineland-Palatinate,Rhineland-Palatinate,51839.4
2015,Saarland,Saarland,53327.9
