STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,ACTIVITY,Economic activity,PRICES,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,REF_YEAR_PRICE,Price reference year,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR17,Espírito Santo,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,4106380,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR04,Pará,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,8739520,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR20,São Paulo,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,46423820,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR27,Mato Grosso do Sul,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,2860090,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR15,Rio Grande do Norte,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,3522630,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR03,Amazonas,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,4273730,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR07,Tocantins,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,1597360,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR11,Maranhão,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,7105830,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR23,Santa Catarina,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,7578460,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR10,Ceará,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,9238270,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR14,Piauí,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,3318080,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR21,Paraná,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,11673210,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR09,Bahia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,14940360,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR01,Acre,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,898130,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR18,Minas Gerais,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,21382180,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR26,Mato Grosso,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,3656960,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR22,Rio Grande do Sul,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,11387720,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR19,Rio de Janeiro,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,17382130,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR13,Pernambuco,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,9629540,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR02,Amapá,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,852690,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR06,Roraima,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,674070,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR24,Distrito Federal,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,3057160,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR25,Goiás,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,7254550,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR16,Sergipe,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,2322670,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR08,Alagoas,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,3316940,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR05,Rondônia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,1792260,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR12,Paraíba,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2022,,4088280,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR12,Paraíba,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,4116660,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR05,Rondônia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,1769240,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR08,Alagoas,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,3268520,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR16,Sergipe,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,2306880,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR25,Goiás,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,7302520,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR24,Distrito Federal,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,3019990,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR06,Roraima,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,695430,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR02,Amapá,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,827760,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR13,Pernambuco,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,9584280,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR19,Rio de Janeiro,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,17300900,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR22,Rio Grande do Sul,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,11308820,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR26,Mato Grosso,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,3746680,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR01,Acre,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,889380,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR18,Minas Gerais,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,21352440,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR09,Bahia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,14895440,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR21,Paraná,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,11748940,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR14,Piauí,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,3346860,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR10,Ceará,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,9235960,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR23,Santa Catarina,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,7818450,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR11,Maranhão,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,7058390,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR07,Tocantins,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,1587350,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR03,Amazonas,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,4277470,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR15,Rio Grande do Norte,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,3484350,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR27,Mato Grosso do Sul,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,2880990,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR04,Pará,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,8701910,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR20,São Paulo,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,46198510,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR17,Espírito Santo,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2023,,4104260,,BRA,Brazil,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI04,Western Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1995,,887820,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI03,Eastern Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1995,,1102060,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI03,Eastern Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1996,,1097310,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI04,Western Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1996,,891310,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI04,Western Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1997,,890620,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI03,Eastern Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1997,,1095340,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI03,Eastern Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1998,,1092910,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI04,Western Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1998,,888720,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI04,Western Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1999,,890340,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,SI03,Eastern Slovenia,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,1999,,1092700,,SVN,Slovenia,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN36,Telangana,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2001,,31385000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN30,Andhra Pradesh,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2001,,44825000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN29,Chhattisgarh,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,21323000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN07,Arunachal Pradesh,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,1130000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN17,Kerala,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,32023000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN06,Sikkim,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,549000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN19,Chandigarh,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,942000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN27,Orissa,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,37376000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN23,Jharkhand,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,27518000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN32,Goa,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,1375000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN11,West Bengal,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,81418000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN22,Bihar,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,84886000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN25,Mizoram,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,917000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
DATAFLOW,OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,IN10,Assam,_Z,Not applicable,POP,Population,_T,Total - all activities,_Z,Not applicable,PS,Persons,2002,,27142000,,IND,India,E,Estimated value,_Z,,0,Units,0,Zero,_Z,Not applicable
