STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,10.885,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,10.895,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,10.04,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,13.791,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2024,,13.412,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2024,,9.884,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2024,,10.433,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2024,,10.513,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2024,,10.635,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2024,,10.79,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU2,Victoria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2024,,11.001,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2024,,9.651,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT31,Upper Austria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,10.195,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT32,Salzburg,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,10.264,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT33,Tyrol,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,10.438,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT11,Burgenland,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,7.567,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT21,Carinthia,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,8.237,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT12,Lower Austria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,9.025,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT22,Styria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,9.107,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT34,Vorarlberg,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,10.758,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT13,Vienna,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2021,,10.078,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT13,Vienna,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,9.91,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT34,Vorarlberg,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,9.981,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT22,Styria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,8.533,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT12,Lower Austria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,8.537,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT21,Carinthia,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,7.906,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT11,Burgenland,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,7.195,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT33,Tyrol,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,9.721,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT32,Salzburg,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,9.692,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT31,Upper Austria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2022,,9.831,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT31,Upper Austria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,8.974,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT32,Salzburg,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,9,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT33,Tyrol,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,8.772,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT11,Burgenland,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,6.569,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT21,Carinthia,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,7.411,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT12,Lower Austria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,7.87,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT22,Styria,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,8.2,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT34,Vorarlberg,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,9.577,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT13,Vienna,_Z,Not applicable,LIVE_BIRTHS,Live births,Y0,0 years,_T,Total,10P3HB,Per 1 000 inhabitants,2023,,9.118,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU2,Victoria,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,24.75,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,26.77,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,24.38,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,26.77,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,25.66,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,22.76,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,24.91,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,24.7,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2022,,24.5,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2022,,24.87,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2022,,22.18,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2022,,25.56,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2022,,26.02,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2022,,24.21,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2022,,26.37,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU2,Victoria,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2022,,24.39,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU2,Victoria,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2023,,23.5,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2023,,25.13,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2023,,23.93,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2023,,25.04,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2023,,24.64,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2023,,21.33,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2023,,24.16,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2023,,23.81,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU4,South Australia,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2024,,23.24,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU3,Queensland,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2024,,23.52,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU8,Australian Capital Territory,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2024,,20.64,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU1,New South Wales,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2024,,23.83,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU7,Northern Territory,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2024,,24.34,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU6,Tasmania,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2024,,23.39,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU5,Western Australia,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2024,,24.12,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AU2,Victoria,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2024,,22.96,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT13,Vienna,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,20.74,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT11,Burgenland,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,20.66,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_FERTILITY(2.4),Fertility - Regions,I,A,Annual,TL2,TL2,AT22,Styria,_Z,Not applicable,CHILD_TO_W_RATIO,Child-to-woman ratio,Y_LT5,Less than 5 years,_T,Total,PT_W_Y15T49,Percentage of women aged 15-49 years,2021,,21.53,,AUT,Austria,A,Normal value,0,Units,2,Two
