REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
US21,Kentucky,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2003,,1.9515,,USA,United States,A,Normal value,0,Units,2,Two
US10,Delaware,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2003,,2.0095,,USA,United States,A,Normal value,0,Units,2,Two
US40,Oklahoma,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2003,,2.1105,,USA,United States,A,Normal value,0,Units,2,Two
US40,Oklahoma,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.107,,USA,United States,A,Normal value,0,Units,2,Two
US10,Delaware,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.973,,USA,United States,A,Normal value,0,Units,2,Two
US21,Kentucky,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.96,,USA,United States,A,Normal value,0,Units,2,Two
US47,Tennessee,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.9575,,USA,United States,A,Normal value,0,Units,2,Two
US27,Minnesota,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.029,,USA,United States,A,Normal value,0,Units,2,Two
US08,Colorado,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.09,,USA,United States,A,Normal value,0,Units,2,Two
US55,Wisconsin,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.9275,,USA,United States,A,Normal value,0,Units,2,Two
US12,Florida,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.02,,USA,United States,A,Normal value,0,Units,2,Two
US53,Washington,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.9075,,USA,United States,A,Normal value,0,Units,2,Two
US41,Oregon,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.871,,USA,United States,A,Normal value,0,Units,2,Two
US29,Missouri,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.986,,USA,United States,A,Normal value,0,Units,2,Two
US31,Nebraska,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.225,,USA,United States,A,Normal value,0,Units,2,Two
US56,Wyoming,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.05,,USA,United States,A,Normal value,0,Units,2,Two
US18,Indiana,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.0595,,USA,United States,A,Normal value,0,Units,2,Two
US06,California,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.1505,,USA,United States,A,Normal value,0,Units,2,Two
US44,Rhode Island,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.711,,USA,United States,A,Normal value,0,Units,2,Two
US54,West Virginia,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.7955,,USA,United States,A,Normal value,0,Units,2,Two
US34,New Jersey,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.04,,USA,United States,A,Normal value,0,Units,2,Two
US05,Arkansas,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.0735,,USA,United States,A,Normal value,0,Units,2,Two
US32,Nevada,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.216,,USA,United States,A,Normal value,0,Units,2,Two
US37,North Carolina,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.0275,,USA,United States,A,Normal value,0,Units,2,Two
US01,Alabama,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.9065,,USA,United States,A,Normal value,0,Units,2,Two
US13,Georgia,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.1455,,USA,United States,A,Normal value,0,Units,2,Two
US23,Maine,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.752,,USA,United States,A,Normal value,0,Units,2,Two
US38,North Dakota,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.9485,,USA,United States,A,Normal value,0,Units,2,Two
US09,Connecticut,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.9045,,USA,United States,A,Normal value,0,Units,2,Two
US42,Pennsylvania,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.848,,USA,United States,A,Normal value,0,Units,2,Two
US02,Alaska,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.422,,USA,United States,A,Normal value,0,Units,2,Two
US16,Idaho,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.3365,,USA,United States,A,Normal value,0,Units,2,Two
US24,Maryland,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.978,,USA,United States,A,Normal value,0,Units,2,Two
US35,New Mexico,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.1995,,USA,United States,A,Normal value,0,Units,2,Two
US28,Mississippi,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.0335,,USA,United States,A,Normal value,0,Units,2,Two
US36,New York,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.863,,USA,United States,A,Normal value,0,Units,2,Two
US04,Arizona,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.3845,,USA,United States,A,Normal value,0,Units,2,Two
US49,Utah,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.5445,,USA,United States,A,Normal value,0,Units,2,Two
US51,Virginia,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.0265,,USA,United States,A,Normal value,0,Units,2,Two
US22,Louisiana,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.002,,USA,United States,A,Normal value,0,Units,2,Two
US50,Vermont,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.7205,,USA,United States,A,Normal value,0,Units,2,Two
US26,Michigan,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.9265,,USA,United States,A,Normal value,0,Units,2,Two
US48,Texas,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.3355,,USA,United States,A,Normal value,0,Units,2,Two
US33,New Hampshire,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.7925,,USA,United States,A,Normal value,0,Units,2,Two
US19,Iowa,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.9815,,USA,United States,A,Normal value,0,Units,2,Two
US15,Hawaii,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.3015,,USA,United States,A,Normal value,0,Units,2,Two
US20,Kansas,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.14,,USA,United States,A,Normal value,0,Units,2,Two
US11,District of Columbia,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.7355,,USA,United States,A,Normal value,0,Units,2,Two
US25,Massachusetts,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.7195,,USA,United States,A,Normal value,0,Units,2,Two
US17,Illinois,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.039,,USA,United States,A,Normal value,0,Units,2,Two
US39,Ohio,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.957,,USA,United States,A,Normal value,0,Units,2,Two
US45,South Carolina,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.946,,USA,United States,A,Normal value,0,Units,2,Two
US30,Montana,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,1.996,,USA,United States,A,Normal value,0,Units,2,Two
US46,South Dakota,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2004,,2.26,,USA,United States,A,Normal value,0,Units,2,Two
US46,South Dakota,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.2585,,USA,United States,A,Normal value,0,Units,2,Two
US30,Montana,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.9835,,USA,United States,A,Normal value,0,Units,2,Two
US45,South Carolina,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.971,,USA,United States,A,Normal value,0,Units,2,Two
US39,Ohio,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.9575,,USA,United States,A,Normal value,0,Units,2,Two
US17,Illinois,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.027,,USA,United States,A,Normal value,0,Units,2,Two
US25,Massachusetts,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.7145,,USA,United States,A,Normal value,0,Units,2,Two
US11,District of Columbia,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.787,,USA,United States,A,Normal value,0,Units,2,Two
US20,Kansas,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.136,,USA,United States,A,Normal value,0,Units,2,Two
US15,Hawaii,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.276,,USA,United States,A,Normal value,0,Units,2,Two
US19,Iowa,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.005,,USA,United States,A,Normal value,0,Units,2,Two
US48,Texas,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.339,,USA,United States,A,Normal value,0,Units,2,Two
US33,New Hampshire,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.7825,,USA,United States,A,Normal value,0,Units,2,Two
US26,Michigan,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.9085,,USA,United States,A,Normal value,0,Units,2,Two
US50,Vermont,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.6175,,USA,United States,A,Normal value,0,Units,2,Two
US22,Louisiana,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.8685,,USA,United States,A,Normal value,0,Units,2,Two
US51,Virginia,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.0305,,USA,United States,A,Normal value,0,Units,2,Two
US49,Utah,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.4725,,USA,United States,A,Normal value,0,Units,2,Two
US04,Arizona,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.3685,,USA,United States,A,Normal value,0,Units,2,Two
US36,New York,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.8565,,USA,United States,A,Normal value,0,Units,2,Two
US28,Mississippi,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.016,,USA,United States,A,Normal value,0,Units,2,Two
US35,New Mexico,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.208,,USA,United States,A,Normal value,0,Units,2,Two
US24,Maryland,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.9955,,USA,United States,A,Normal value,0,Units,2,Two
US16,Idaho,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.319,,USA,United States,A,Normal value,0,Units,2,Two
US09,Connecticut,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.9125,,USA,United States,A,Normal value,0,Units,2,Two
US42,Pennsylvania,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.8615,,USA,United States,A,Normal value,0,Units,2,Two
US02,Alaska,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.4425,,USA,United States,A,Normal value,0,Units,2,Two
US38,North Dakota,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.979,,USA,United States,A,Normal value,0,Units,2,Two
US23,Maine,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.78,,USA,United States,A,Normal value,0,Units,2,Two
US13,Georgia,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.1435,,USA,United States,A,Normal value,0,Units,2,Two
US01,Alabama,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.9345,,USA,United States,A,Normal value,0,Units,2,Two
US37,North Carolina,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.064,,USA,United States,A,Normal value,0,Units,2,Two
US32,Nevada,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.2685,,USA,United States,A,Normal value,0,Units,2,Two
US05,Arkansas,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.092,,USA,United States,A,Normal value,0,Units,2,Two
US34,New Jersey,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.0495,,USA,United States,A,Normal value,0,Units,2,Two
US54,West Virginia,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.8035,,USA,United States,A,Normal value,0,Units,2,Two
US44,Rhode Island,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.7305,,USA,United States,A,Normal value,0,Units,2,Two
US06,California,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.183,,USA,United States,A,Normal value,0,Units,2,Two
US18,Indiana,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.059,,USA,United States,A,Normal value,0,Units,2,Two
US56,Wyoming,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.164,,USA,United States,A,Normal value,0,Units,2,Two
US31,Nebraska,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.1885,,USA,United States,A,Normal value,0,Units,2,Two
US29,Missouri,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.993,,USA,United States,A,Normal value,0,Units,2,Two
US41,Oregon,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.8535,,USA,United States,A,Normal value,0,Units,2,Two
US53,Washington,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.911,,USA,United States,A,Normal value,0,Units,2,Two
US12,Florida,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.06,,USA,United States,A,Normal value,0,Units,2,Two
US08,Colorado,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.078,,USA,United States,A,Normal value,0,Units,2,Two
US55,Wisconsin,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.944,,USA,United States,A,Normal value,0,Units,2,Two
US27,Minnesota,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.024,,USA,United States,A,Normal value,0,Units,2,Two
US47,Tennessee,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.999,,USA,United States,A,Normal value,0,Units,2,Two
US21,Kentucky,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,1.992,,USA,United States,A,Normal value,0,Units,2,Two
US10,Delaware,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.01,,USA,United States,A,Normal value,0,Units,2,Two
US40,Oklahoma,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2005,,2.1095,,USA,United States,A,Normal value,0,Units,2,Two
US40,Oklahoma,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.198,,USA,United States,A,Normal value,0,Units,2,Two
US10,Delaware,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.0905,,USA,United States,A,Normal value,0,Units,2,Two
US21,Kentucky,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.052,,USA,United States,A,Normal value,0,Units,2,Two
US47,Tennessee,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.0665,,USA,United States,A,Normal value,0,Units,2,Two
US27,Minnesota,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.1375,,USA,United States,A,Normal value,0,Units,2,Two
US08,Colorado,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.113,,USA,United States,A,Normal value,0,Units,2,Two
US55,Wisconsin,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.006,,USA,United States,A,Normal value,0,Units,2,Two
US12,Florida,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.089,,USA,United States,A,Normal value,0,Units,2,Two
US53,Washington,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,1.9825,,USA,United States,A,Normal value,0,Units,2,Two
US41,Oregon,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,1.9635,,USA,United States,A,Normal value,0,Units,2,Two
US29,Missouri,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.065,,USA,United States,A,Normal value,0,Units,2,Two
US31,Nebraska,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.2855,,USA,United States,A,Normal value,0,Units,2,Two
US56,Wyoming,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.2445,,USA,United States,A,Normal value,0,Units,2,Two
US18,Indiana,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.0815,,USA,United States,A,Normal value,0,Units,2,Two
US06,California,_Z,Not applicable,FERT_RATIO,Fertility rate,_T,Total,F,Female,BR_L_W,Live births per woman,2006,,2.185,,USA,United States,A,Normal value,0,Units,2,Two
