STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,ACTIVITY,Economic activity,PRICES,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,REF_YEAR_PRICE,Price reference year,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,HU32,Northern Great Plain,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,19229.1,,HUN,Hungary,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,HU31,Northern Hungary,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,18568.7,,HUN,Hungary,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,HU21,Central Transdanubia,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,26774.9,,HUN,Hungary,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,HU33,Southern Great Plain,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,21040.3,,HUN,Hungary,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,HU23,Southern Transdanubia,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,19876.4,,HUN,Hungary,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,PT19,Centre,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,29603.9,,PRT,Portugal,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,PT1C,Alentejo,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,31628.2,,PRT,Portugal,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,PT1A,Greater Lisbon,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,54981.9,,PRT,Portugal,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,PT20,Autonomous Region of the Azores,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,30651.7,,PRT,Portugal,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,PT11,North,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,28833.2,,PRT,Portugal,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,PT1D,West and Tagus Valley,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,28322.5,,PRT,Portugal,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,PT1B,Setúbal Peninsula,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,23957.8,,PRT,Portugal,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2006,,17482.2,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2007,,18717.1,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2008,,19961.7,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2009,,18727.7,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2010,,19214.8,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2011,,19832.1,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2012,,19319.7,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2013,,19926.8,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2014,,20366.6,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2015,,20854.2,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2016,,21533.4,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,22213.7,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2018,,23249.5,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2019,,24248.3,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2021,,23363.2,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2022,,25241.6,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2023,,26881.4,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,ME00,Montenegro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2024,,27731.1,,MNE,Montenegro,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK05,North Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1995,,42680.8,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK02,Zealand,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1995,,38209.9,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK03,Southern Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1995,,46490,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK01,Capital Region of Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1995,,58010.9,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK04,Central Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1995,,45641.9,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK04,Central Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1996,,46444.2,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK01,Capital Region of Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1996,,59128.5,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK03,Southern Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1996,,47360.3,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK02,Zealand,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1996,,38691.1,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK05,North Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1996,,44087.6,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK05,North Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1997,,44410,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK02,Zealand,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1997,,39308.9,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK03,Southern Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1997,,48714.8,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK04,Central Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1998,,49015.4,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK01,Capital Region of Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1998,,62823.8,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK03,Southern Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1998,,49041.1,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK02,Zealand,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1998,,39319,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK05,North Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1998,,46370.5,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK05,North Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1999,,47073.7,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK02,Zealand,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1999,,39213.1,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK03,Southern Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1999,,49505.9,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK01,Capital Region of Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1999,,64822.6,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,DK04,Central Denmark,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",1999,,50412.3,,DNK,Denmark,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR13,Pernambuco,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,9814.8,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR23,Santa Catarina,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,20275.8,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR20,São Paulo,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,24077.4,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR05,Rondônia,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,12337.5,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR10,Ceará,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,8395.5,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR21,Paraná,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,19061.6,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR01,Acre,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,8808,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR14,Piauí,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,7214.6,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR03,Amazonas,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,11747.2,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR19,Rio de Janeiro,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,20566,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR18,Minas Gerais,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,13972.2,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR24,Distrito Federal,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,41221.5,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR15,Rio Grande do Norte,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,9387.7,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR11,Maranhão,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,6548.8,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR22,Rio Grande do Sul,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,19138.4,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR17,Espírito Santo,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,14455.2,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR08,Alagoas,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,8015.3,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR09,Bahia,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,8966,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR25,Goiás,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,14497,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
OECD.CFE.EDS:DSD_REG_ECO@DF_GDP(2.4),Gross domestic product - Regions,I,A,Annual,TL2,TL2,BR26,Mato Grosso,_Z,Not applicable,GDP,Gross domestic product,_T,Total - all activities,Q,Constant prices,USD_PPP_PS,"US dollars per person, PPP converted",2017,,19417.1,,BRA,Brazil,A,Normal value,2020,,0,Units,0,Zero,USD,US dollar
