year,id,label,value
2006,Guangdong,Guangdong,11040.4
2006,Guangxi Zhuang,Guangxi Zhuang,3748.0
2006,Guizhou,Guizhou,2452.7
2006,Hainan,Hainan,4913.0
2006,Hebei,Hebei,5825.5
2006,Heilongjiang,Heilongjiang,5562.4
2006,Henan,Henan,5033.8
2006,Hubei,Hubei,5296.1
2006,Hunan,Hunan,4687.2
2006,Jiangsu,Jiangsu,11100.3
2006,Jiangxi,Jiangxi,4324.3
2006,Jilin,Jilin,4743.4
2006,Liaoning,Liaoning,7847.6
2006,Nei Mongol,Nei Mongol,6886.4
2006,Ningxia Hui,Ningxia Hui,4520.8
2006,Quinghai,Quinghai,4270.2
2006,Shaanxi,Shaanxi,4954.8
2006,Shandong,Shandong,8136.3
2006,Shanghai,Shanghai,21761.8
2006,Shanxi,Shanxi,5566.8
2006,Sichuan,Sichuan,4157.5
2006,Tianjin,Tianjin,13194.2
2006,Xinjiang Uygur,Xinjiang Uygur,5747.9
2006,Xizang (Tibet),Xizang (Tibet),4025.7
2006,Yunnan,Yunnan,3661.7
2006,Zhejiang,Zhejiang,12078.3
2007,Anhui,Anhui,4834.1
2007,Beijing,Beijing,23440.5
2007,Chongqing,Chongqing,6289.4
2007,Fujian,Fujian,9603.4
2007,Gansu,Gansu,3890.1
2007,Guangdong,Guangdong,12245.1
2007,Guangxi Zhuang,Guangxi Zhuang,4266.6
2007,Guizhou,Guizhou,2906.2
2007,Hainan,Hainan,5428.1
2007,Hebei,Hebei,6495.4
2007,Heilongjiang,Heilongjiang,5930.0
2007,Henan,Henan,5778.6
2007,Hubei,Hubei,6168.5
2007,Hunan,Hunan,5421.2
2007,Jiangsu,Jiangsu,12502.9
2007,Jiangxi,Jiangxi,4901.1
2007,Jilin,Jilin,5545.1
2007,Liaoning,Liaoning,8878.6
2007,Nei Mongol,Nei Mongol,7897.6
2007,Ningxia Hui,Ningxia Hui,5329.2
2007,Quinghai,Quinghai,4837.8
2007,Shaanxi,Shaanxi,5667.3
2007,Shandong,Shandong,8987.7
2007,Shanghai,Shanghai,23378.9
2007,Shanxi,Shanxi,6465.5
2007,Sichuan,Sichuan,4817.9
2007,Tianjin,Tianjin,13888.9
2007,Xinjiang Uygur,Xinjiang Uygur,6180.2
2007,Xizang (Tibet),Xizang (Tibet),4431.5
2007,Yunnan,Yunnan,4190.0
2007,Zhejiang,Zhejiang,13433.7
2008,Anhui,Anhui,5361.2
2008,Beijing,Beijing,23317.7
2008,Chongqing,Chongqing,7147.4
2008,Fujian,Fujian,10356.3
2008,Gansu,Gansu,4140.9
2008,Guangdong,Guangdong,12813.9
2008,Guangxi Zhuang,Guangxi Zhuang,4624.3
2008,Guizhou,Guizhou,3351.7
2008,Hainan,Hainan,5969.1
2008,Hebei,Hebei,6994.6
2008,Heilongjiang,Heilongjiang,6401.9
2008,Henan,Henan,6314.1
2008,Hubei,Hubei,6957.7
2008,Hunan,Hunan,6099.8
2008,Jiangsu,Jiangsu,13749.5
2008,Jiangxi,Jiangxi,5421.5
2008,Jilin,Jilin,6089.4
2008,Liaoning,Liaoning,9676.8
2008,Nei Mongol,Nei Mongol,8821.4
2008,Ningxia Hui,Ningxia Hui,6335.8
2008,Quinghai,Quinghai,5569.9
2008,Shaanxi,Shaanxi,6624.2
2008,Shandong,Shandong,9896.7
2008,Shanghai,Shanghai,23583.1
2008,Shanxi,Shanxi,7259.2
2008,Sichuan,Sichuan,5397.1
2008,Tianjin,Tianjin,15233.0
2008,Xinjiang Uygur,Xinjiang Uygur,6663.4
2008,Xizang (Tibet),Xizang (Tibet),4709.6
2008,Yunnan,Yunnan,4572.5
2008,Zhejiang,Zhejiang,14070.5
2009,Anhui,Anhui,6129.1
2009,Beijing,Beijing,24352.5
2009,Chongqing,Chongqing,8012.2
2009,Fujian,Fujian,11697.2
2009,Gansu,Gansu,4405.3
2009,Guangdong,Guangdong,13484.2
2009,Guangxi Zhuang,Guangxi Zhuang,5066.5
2009,Guizhou,Guizhou,3755.4
2009,Hainan,Hainan,6495.2
2009,Hebei,Hebei,7504.1
2009,Heilongjiang,Heilongjiang,6494.7
2009,Henan,Henan,6830.1
2009,Hubei,Hubei,7970.4
2009,Hunan,Hunan,6874.7
2009,Jiangsu,Jiangsu,15253.9
2009,Jiangxi,Jiangxi,5926.4
2009,Jilin,Jilin,6836.9
2009,Liaoning,Liaoning,10174.2
2009,Nei Mongol,Nei Mongol,9986.6
2009,Ningxia Hui,Ningxia Hui,6982.3
2009,Quinghai,Quinghai,5813.2
2009,Shaanxi,Shaanxi,7377.2
2009,Shandong,Shandong,10744.6
2009,Shanghai,Shanghai,24869.3
2009,Shanxi,Shanxi,7167.0
2009,Sichuan,Sichuan,5974.1
2009,Tianjin,Tianjin,16121.5
2009,Xinjiang Uygur,Xinjiang Uygur,6748.3
2009,Xizang (Tibet),Xizang (Tibet),5198.1
2009,Yunnan,Yunnan,4971.3
2009,Zhejiang,Zhejiang,14953.3
2010,Anhui,Anhui,7187.7
2010,Beijing,Beijing,24974.3
2010,Chongqing,Chongqing,9016.9
2010,Fujian,Fujian,13110.3
2010,Gansu,Gansu,4949.8
2010,Guangdong,Guangdong,14249.6
2010,Guangxi Zhuang,Guangxi Zhuang,6005.1
2010,Guizhou,Guizhou,4186.6
2010,Hainan,Hainan,7582.8
2010,Hebei,Hebei,8062.9
2010,Heilongjiang,Heilongjiang,6992.5
2010,Henan,Henan,7625.0
2010,Hubei,Hubei,9147.4
2010,Hunan,Hunan,7649.0
2010,Jiangsu,Jiangsu,17031.0
2010,Jiangxi,Jiangxi,6767.9
2010,Jilin,Jilin,7525.8
2010,Liaoning,Liaoning,10245.2
2010,Nei Mongol,Nei Mongol,10723.3
2010,Ningxia Hui,Ningxia Hui,8008.3
2010,Quinghai,Quinghai,6551.7
2010,Shaanxi,Shaanxi,8484.7
2010,Shandong,Shandong,11410.5
2010,Shanghai,Shanghai,25276.9
2010,Shanxi,Shanxi,8005.9
2010,Sichuan,Sichuan,6899.0
2010,Tianjin,Tianjin,17102.9
2010,Xinjiang Uygur,Xinjiang Uygur,7890.1
2010,Xizang (Tibet),Xizang (Tibet),5522.7
2010,Yunnan,Yunnan,5434.1
2010,Zhejiang,Zhejiang,16277.3
2011,Anhui,Anhui,8150.7
2011,Beijing,Beijing,25679.4
2011,Chongqing,Chongqing,10314.8
2011,Fujian,Fujian,14157.1
2011,Gansu,Gansu,5630.8
2011,Guangdong,Guangdong,14783.9
2011,Guangxi Zhuang,Guangxi Zhuang,6623.8
2011,Guizhou,Guizhou,4746.2
2011,Hainan,Hainan,8353.3
2011,Hebei,Hebei,8839.0
2011,Heilongjiang,Heilongjiang,7842.4
2011,Henan,Henan,8157.1
2011,Hubei,Hubei,10339.7
2011,Hunan,Hunan,8579.2
2011,Jiangsu,Jiangsu,18234.6
2011,Jiangxi,Jiangxi,7710.9
2011,Jilin,Jilin,8489.8
2011,Liaoning,Liaoning,11151.1
2011,Nei Mongol,Nei Mongol,11456.0
2011,Ningxia Hui,Ningxia Hui,8902.2
2011,Quinghai,Quinghai,7196.2
2011,Shaanxi,Shaanxi,9634.3
2011,Shandong,Shandong,12069.9
2011,Shanghai,Shanghai,25500.8
2011,Shanxi,Shanxi,9096.4
2011,Sichuan,Sichuan,7781.5
2011,Tianjin,Tianjin,18093.0
2011,Xinjiang Uygur,Xinjiang Uygur,8743.4
2011,Xizang (Tibet),Xizang (Tibet),5915.1
2011,Yunnan,Yunnan,6160.0
2011,Zhejiang,Zhejiang,17101.3
2012,Anhui,Anhui,8952.7
2012,Beijing,Beijing,27076.0
2012,Chongqing,Chongqing,11402.3
2012,Fujian,Fujian,15353.8
2012,Gansu,Gansu,6166.7
2012,Guangdong,Guangdong,15119.2
2012,Guangxi Zhuang,Guangxi Zhuang,7042.1
2012,Guizhou,Guizhou,5473.3
2012,Hainan,Hainan,9047.9
2012,Hebei,Hebei,9279.6
2012,Heilongjiang,Heilongjiang,8625.0
2012,Henan,Henan,8711.0
2012,Hubei,Hubei,11400.1
2012,Hunan,Hunan,9386.6
2012,Jiangsu,Jiangsu,19354.3
2012,Jiangxi,Jiangxi,8322.4
2012,Jilin,Jilin,9411.5
2012,Liaoning,Liaoning,11913.5
2012,Nei Mongol,Nei Mongol,12414.6
2012,Ningxia Hui,Ningxia Hui,9433.0
2012,Quinghai,Quinghai,7794.4
2012,Shaanxi,Shaanxi,10865.9
2012,Shandong,Shandong,12908.6
2012,Shanghai,Shanghai,26097.8
2012,Shanxi,Shanxi,9578.6
2012,Sichuan,Sichuan,8615.1
2012,Tianjin,Tianjin,19181.6
2012,Xinjiang Uygur,Xinjiang Uygur,9570.8
2012,Xizang (Tibet),Xizang (Tibet),6582.1
2012,Yunnan,Yunnan,6994.9
2012,Zhejiang,Zhejiang,17690.8
2013,Anhui,Anhui,9803.5
2013,Beijing,Beijing,28759.4
2013,Chongqing,Chongqing,12391.1
2013,Fujian,Fujian,16530.5
2013,Gansu,Gansu,6766.4
2013,Guangdong,Guangdong,15898.9
2013,Guangxi Zhuang,Guangxi Zhuang,7532.6
2013,Guizhou,Guizhou,6252.0
2013,Hainan,Hainan,9780.9
2013,Hebei,Hebei,9508.9
2013,Heilongjiang,Heilongjiang,9212.2
2013,Henan,Henan,9283.1
2013,Hubei,Hubei,12530.6
2013,Hunan,Hunan,10183.8
2013,Jiangsu,Jiangsu,20756.9
2013,Jiangxi,Jiangxi,9087.4
2013,Jilin,Jilin,10121.2
2013,Liaoning,Liaoning,12576.9
2013,Nei Mongol,Nei Mongol,13261.7
2013,Ningxia Hui,Ningxia Hui,9979.3
2013,Quinghai,Quinghai,8544.7
2013,Shaanxi,Shaanxi,11899.1
2013,Shandong,Shandong,13858.0
2013,Shanghai,Shanghai,27333.6
2013,Shanxi,Shanxi,9676.7
2013,Sichuan,Sichuan,9308.3
2013,Tianjin,Tianjin,20081.4
2013,Xinjiang Uygur,Xinjiang Uygur,10476.9
2013,Xizang (Tibet),Xizang (Tibet),7449.6
2013,Yunnan,Yunnan,7888.5
2013,Zhejiang,Zhejiang,18474.9
2014,Anhui,Anhui,10603.2
2014,Beijing,Beijing,30181.4
2014,Chongqing,Chongqing,13618.4
2014,Fujian,Fujian,17843.4
2014,Gansu,Gansu,7279.2
2014,Guangdong,Guangdong,16834.0
2014,Guangxi Zhuang,Guangxi Zhuang,8073.1
2014,Guizhou,Guizhou,7027.1
2014,Hainan,Hainan,10514.2
2014,Hebei,Hebei,9731.9
2014,Heilongjiang,Heilongjiang,9518.1
2014,Henan,Henan,9972.8
2014,Hubei,Hubei,13764.4
2014,Hunan,Hunan,11059.6
2014,Jiangsu,Jiangsu,22226.0
2014,Jiangxi,Jiangxi,9837.6
2014,Jilin,Jilin,10599.8
2014,Liaoning,Liaoning,12997.2
2014,Nei Mongol,Nei Mongol,14045.5
2014,Ningxia Hui,Ningxia Hui,10314.6
2014,Quinghai,Quinghai,9047.0
2014,Shaanxi,Shaanxi,12806.6
2014,Shandong,Shandong,14607.4
2014,Shanghai,Shanghai,29249.0
2014,Shanxi,Shanxi,9694.5
2014,Sichuan,Sichuan,10024.2
2014,Tianjin,Tianjin,20904.7
2014,Xinjiang Uygur,Xinjiang Uygur,11236.1
2014,Xizang (Tibet),Xizang (Tibet),8164.5
2014,Yunnan,Yunnan,8526.0
2014,Zhejiang,Zhejiang,19224.3
2015,Anhui,Anhui,11153.2
2015,Beijing,Beijing,33041.1
2015,Chongqing,Chongqing,14749.1
2015,Fujian,Fujian,19033.6
2015,Gansu,Gansu,7477.0
2015,Guangdong,Guangdong,18029.3
2015,Guangxi Zhuang,Guangxi Zhuang,8675.4
2015,Guizhou,Guizhou,8153.3
2015,Hainan,Hainan,11115.5
2015,Hebei,Hebei,10111.0
2015,Heilongjiang,Heilongjiang,9460.8
2015,Henan,Henan,10533.4
2015,Hubei,Hubei,14554.5
2015,Hunan,Hunan,12094.8
2015,Jiangsu,Jiangsu,24003.8
2015,Jiangxi,Jiangxi,10544.8
2015,Jilin,Jilin,10800.3
2015,Liaoning,Liaoning,13223.7
2015,Nei Mongol,Nei Mongol,14866.3
2015,Ningxia Hui,Ningxia Hui,10736.9
2015,Quinghai,Quinghai,9886.6
2015,Shaanxi,Shaanxi,13132.3
2015,Shandong,Shandong,15806.6
2015,Shanghai,Shanghai,31431.1
2015,Shanxi,Shanxi,9497.9
2015,Sichuan,Sichuan,10445.2
2015,Tianjin,Tianjin,21013.3
2015,Xinjiang Uygur,Xinjiang Uygur,11114.2
2015,Xizang (Tibet),Xizang (Tibet),8950.0
2015,Yunnan,Yunnan,9146.3
2015,Zhejiang,Zhejiang,20517.9
2016,Anhui,Anhui,12164.9
2016,Beijing,Beijing,35478.3
2016,Chongqing,Chongqing,16087.6
2016,Fujian,Fujian,20591.5
2016,Gansu,Gansu,7831.5
2016,Guangdong,Guangdong,19200.0
2016,Guangxi Zhuang,Guangxi Zhuang,9255.9
2016,Guizhou,Guizhou,8841.6
2016,Hainan,Hainan,11877.6
2016,Hebei,Hebei,10723.0
2016,Heilongjiang,Heilongjiang,9711.0
2016,Henan,Henan,11249.0
2016,Hubei,Hubei,15712.3
2016,Hunan,Hunan,12906.4
2016,Jiangsu,Jiangsu,25570.4
2016,Jiangxi,Jiangxi,11426.7
2016,Jilin,Jilin,11311.2
2016,Liaoning,Liaoning,13183.5
2016,Nei Mongol,Nei Mongol,15601.6
2016,Ningxia Hui,Ningxia Hui,11242.2
2016,Quinghai,Quinghai,10872.0
2016,Shaanxi,Shaanxi,13680.8
2016,Shandong,Shandong,16392.9
2016,Shanghai,Shanghai,34369.5
2016,Shanxi,Shanxi,9475.9
2016,Sichuan,Sichuan,11243.8
2016,Tianjin,Tianjin,21798.5
2016,Xinjiang Uygur,Xinjiang Uygur,11181.1
2016,Xizang (Tibet),Xizang (Tibet),9643.8
2016,Yunnan,Yunnan,9820.8
2016,Zhejiang,Zhejiang,21690.1
2017,Anhui,Anhui,13091.3
2017,Beijing,Beijing,37561.1
2017,Chongqing,Chongqing,16953.0
2017,Fujian,Fujian,22283.1
2017,Gansu,Gansu,7972.0
2017,Guangdong,Guangdong,20152.2
2017,Guangxi Zhuang,Guangxi Zhuang,9688.5
2017,Guizhou,Guizhou,9731.0
2017,Hainan,Hainan,12322.3
2017,Hebei,Hebei,11030.4
2017,Heilongjiang,Heilongjiang,9798.0
2017,Henan,Henan,11933.4
2017,Hubei,Hubei,16764.6
2017,Hunan,Hunan,13535.3
2017,Jiangsu,Jiangsu,27020.0
2017,Jiangxi,Jiangxi,11953.7
2017,Jilin,Jilin,11542.4
2017,Liaoning,Liaoning,13486.3
2017,Nei Mongol,Nei Mongol,16229.6
2017,Ningxia Hui,Ningxia Hui,12207.9
2017,Quinghai,Quinghai,11299.4
2017,Shaanxi,Shaanxi,14673.8
2017,Shandong,Shandong,16770.3
2017,Shanghai,Shanghai,36674.4
2017,Shanxi,Shanxi,11001.8
2017,Sichuan,Sichuan,12224.3
2017,Tianjin,Tianjin,23262.5
2017,Xinjiang Uygur,Xinjiang Uygur,12157.2
2017,Xizang (Tibet),Xizang (Tibet),10409.7
2017,Yunnan,Yunnan,10574.7
2017,Zhejiang,Zhejiang,22655.2
2018,Anhui,Anhui,14384.4
2018,Beijing,Beijing,40781.5
2018,Chongqing,Chongqing,17576.1
2018,Fujian,Fujian,24286.8
2018,Gansu,Gansu,8455.7
2018,Guangdong,Guangdong,20975.5
2018,Guangxi Zhuang,Guangxi Zhuang,10253.6
2018,Guizhou,Guizhou,10567.6
2018,Hainan,Hainan,12955.7
2018,Hebei,Hebei,11279.7
2018,Heilongjiang,Heilongjiang,10091.3
2018,Henan,Henan,12957.6
2018,Hubei,Hubei,18229.0
2018,Hunan,Hunan,14035.4
2018,Jiangsu,Jiangsu,28131.7
2018,Jiangxi,Jiangxi,12966.4
2018,Jilin,Jilin,11706.1
2018,Liaoning,Liaoning,14286.9
2018,Nei Mongol,Nei Mongol,17060.6
2018,Ningxia Hui,Ningxia Hui,12821.4
2018,Quinghai,Quinghai,12126.7
2018,Shaanxi,Shaanxi,15751.4
2018,Shandong,Shandong,17121.8
2018,Shanghai,Shanghai,38797.1
2018,Shanxi,Shanxi,11726.7
2018,Sichuan,Sichuan,13302.7
2018,Tianjin,Tianjin,24653.6
2018,Xinjiang Uygur,Xinjiang Uygur,13226.4
2018,Xizang (Tibet),Xizang (Tibet),11372.4
2018,Yunnan,Yunnan,11583.4
2018,Zhejiang,Zhejiang,24038.2
2019,Anhui,Anhui,15487.6
2019,Beijing,Beijing,43291.3
2019,Chongqing,Chongqing,18654.0
2019,Fujian,Fujian,25776.4
2019,Gansu,Gansu,9058.1
2019,Guangdong,Guangdong,22204.5
2019,Guangxi Zhuang,Guangxi Zhuang,10753.6
2019,Guizhou,Guizhou,11254.6
2019,Hainan,Hainan,13730.2
2019,Hebei,Hebei,12008.5
2019,Heilongjiang,Heilongjiang,10768.2
2019,Henan,Henan,13625.3
2019,Hubei,Hubei,19295.3
2019,Hunan,Hunan,15096.3
2019,Jiangsu,Jiangsu,29593.1
2019,Jiangxi,Jiangxi,13743.5
2019,Jilin,Jilin,12253.7
2019,Liaoning,Liaoning,15064.3
2019,Nei Mongol,Nei Mongol,18169.4
2019,Ningxia Hui,Ningxia Hui,13449.7
2019,Quinghai,Quinghai,12850.4
2019,Shaanxi,Shaanxi,16685.4
2019,Shandong,Shandong,17890.9
2019,Shanghai,Shanghai,40717.1
2019,Shanxi,Shanxi,12426.8
2019,Sichuan,Sichuan,14179.0
2019,Tianjin,Tianjin,25551.4
2019,Xinjiang Uygur,Xinjiang Uygur,13758.2
2019,Xizang (Tibet),Xizang (Tibet),12171.3
2019,Yunnan,Yunnan,12728.5
2019,Zhejiang,Zhejiang,25450.7
2020,Anhui,Anhui,15760.8
2020,Beijing,Beijing,43813.4
2020,Chongqing,Chongqing,19528.1
2020,Fujian,Fujian,26149.1
2020,Gansu,Gansu,9285.3
2020,Guangdong,Guangdong,22436.2
2020,Guangxi Zhuang,Guangxi Zhuang,11042.8
2020,Guizhou,Guizhou,11820.5
2020,Hainan,Hainan,13883.9
2020,Hebei,Hebei,12288.0
2020,Heilongjiang,Heilongjiang,10997.3
2020,Henan,Henan,13570.8
2020,Hubei,Hubei,18651.2
2020,Hunan,Hunan,15628.8
2020,Jiangsu,Jiangsu,30725.7
2020,Jiangxi,Jiangxi,14235.0
2020,Jilin,Jilin,12978.2
2020,Liaoning,Liaoning,15126.1
2020,Nei Mongol,Nei Mongol,18267.9
2020,Ningxia Hui,Ningxia Hui,13944.1
